13,NYC,PM,QNS,assault,8/27/2019,8/27/2019 4:26:10 PM,"Southbound E and M trains are proceeding after someone assaulted a conductor at Court Sq-23 St.

Expect residual delays as we get trains back on schedule.",qns e and m trains conductor assault,4:26:10,"E, M",
19,NYC,AM,BKLYN,assault,8/10/2019,8/10/2019 7:26:08 AM,Southbound D trains are proceeding with delays after we got assistance for a conductor who was assaulted at DeKalb Av.,bklyn d trains conductor,7:26:08,D,
29,NYC,PM,QNS,brake activation,8/19/2019,8/19/2019 8:45:51 PM,Southbound R trains are delayed because a train's brakes were activated at Queens Plaza.,qns r trains brakes activated,8:45:51,R,
1,NYC,AM,QNS,brake activation,8/15/2019,8/15/2019 11:51:47 AM,"Northbound N trains are running with delays because a train's brakes were activated north of Queensboro Plaza. 

The last stop on some northbound N trains will be 57 St-7 Av.",qns n trains brakes activated,11:51:47,N,
14,NYC,PM,QNS,brake activation,8/20/2019,8/20/2019 1:03:25 PM,Northbound M and R trains are running express from Roosevelt Av-Jackson Hts to Forest Hills-71 Av while we investigate why a train's brakes were activated at Elmhurst Av.,qns m and r trains brakes activated,1:03:25,"M, R",
31,NYC,PM,QNS,brake activation,8/29/2019,8/29/2019 6:56:41 PM,"179 St-bound F trains are running on the express track from Kew Gardens-Union Tpke to Parsons Blvd while we investigate why a train's brakes were activated at Briarwood. 

For service to/from skipped stations, consider using southbound F train service.",qns f trains train with brakes activated,6:56:41,F,
13,NYC,PM,QNS,brake activation,8/29/2019,8/29/2019 7:25:09 PM,Jamaica Center-bound E trains are delayed while we investigate why an F train's brakes were activated at Briarwood.,qns e trains train with brakes activated,7:25:09,E,
7,NYC,AM,QNS,brake activation,8/23/2019,8/23/2019 8:07:24 AM,E trains are proceeding with delays in both directions after we moved a train that had its brakes activated Jamaica Ctr-Parsons Archer.,qns e trains brakes activated,8:07:24,E,
28,NYC,AM,QNS,brake activation,8/20/2019,8/20/2019 9:44:27 AM,Southbound E trains are running with delays while we investigate why a train's brakes were activated at Sutphin Blvd-JFK Airport Terminal.,qns e trains brakes activated,9:44:27,E,
38,NYC,AM,QNS,brake activation,8/2/2019,8/2/2019 10:12:03 AM,Southbound E trains are proceeding with delays after a train's brakes were activated at Jamaica-Van Wyck.,qns e trains brakes activated,10:12:03,E,
5,NYC,AM,QNS,brake activation,8/2/2019,8/2/2019 7:00:14 AM,Northbound E trains are delayed because a train's brakes were activated at Sutphin Blvd-Archer Av.,qns e trains brakes activated,7:00:14,E,
22,NYC,AM,QNS,brake activation,8/1/2019,8/1/2019 1:14:58 AM,Jamaica Center-bound E and 179 St-bound F trains are delayed while we investigate a train that had its brakes activated at 75 Av.,qns e and f trains brakes activated,1:14:58,"E, F",
33,NYC,AM,QNS,brake activation,8/25/2019,8/25/2019 4:11:41 AM,Main St-bound 7 trains are delayed while the crew investigates why a train's brakes were activated at 52 St.,qns 7 trains brakes activated,4:11:41,7,
10,NYC,PM,QNS,brake activation,8/24/2019,8/24/2019 4:27:51 PM,Flushing-bound 7 trains are running on the express track from Queensboro Plaza to Mets-Willets Point because a train's brakes are activated at 74 St-Broadway.,qns 7 trains brakes activated,4:27:51,7,
47,NYC,PM,QNS,brake activation,8/21/2019,8/21/2019 2:09:19 PM,Expect longer waits for 34 St-Hudson Yards-bound 7 trains after we moved a train that had its brakes activated at Queensboro Plaza.,qns 7 trains brakes activated,2:09:19,7,
23,NYC,PM,QNS,brake activation,8/11/2019,8/11/2019 8:40:12 PM,Main St-bound 7 trains and Astoria-bound N trains are delayed while we work to move a work train that had its brakes activated at Queensboro Plaza.,qns 7 and n trains brakes activated,8:40:12,"7, N",
15,NYC,AM,,brake activation,8/6/2019,8/6/2019 8:37:26 AM,Southbound F trains are delayed because a train's brakes were activated in the tunnel between Manhattan and Brooklyn.,manh/bklyn f train brakes activated,8:37:26,F,
30,NYC,AM,,brake activation,8/6/2019,8/6/2019 8:00:12 AM,Expect longer waits for southbound D trains in Manhattan and Brooklyn after an earlier incident in which a train's brakes were activated.,manh/bklyn d train brakes activated,8:00:12,D,
35,NYC,PM,MANH,brake activation,8/22/2019,8/22/2019 8:09:54 PM,Southbound R and W trains are delayed while we investigate why a train's brakes activated at Rector St.,manh r and w trains brakes activated,8:09:54,"R, W",
24,NYC,AM,MANH,brake activation,8/22/2019,8/22/2019 7:52:14 AM,R and W trains are delayed while we run N and Q trains on the R line because a train's brakes were activated at Canal St.,manh r and w trains brakes activated,7:52:14,"R, W",
19,NYC,AM,MANH,brake activation,8/15/2019,8/15/2019 8:32:25 AM,Northbound R and W trains are running on the express track from Canal St to 57 St-7 Av while we investigate why a train's brakes were automatically activate,manh r and w trains brakes activated,8:32:25,"R, W",
7,NYC,PM,MANH,brake activation,8/8/2019,8/8/2019 5:59:18 PM,R and W trains are running with delays because N and Q trains are being rerouted due to a train's brakes being activated at Canal St.,manh r and w trains brakes activated,5:59:18,"R, W",
23,NYC,PM,MANH,brake activation,8/10/2019,8/10/2019 12:35:39 PM,Northbound Q trains are delayed while we remove a tree branch that activated a train's brakes at Newkirk Plaza.,manh q train brakes activated,12:35:39,Q,
33,NYC,PM,MANH,brake activation,8/12/2019,8/12/2019 11:27:41 PM,Southbound N trains are delayed while crews investigate the cause of a train's brakes that activated at 34 St-Herald Sq.,manh n trains brakes activated,11:27:41,N,
13,NYC,PM,MANH,brake activation,8/22/2019,8/22/2019 7:06:09 PM,Southbound N R and W trains are delayed because a train's brakes were activated at Lexington Av.,manh n r and w trains brakes activated,7:06:09,"N, R, W",
