5,NYC,PM,MANH,assault,4/18/2019,4/18/2019 10:42:14 PM,Uptown 4 and 6 trains are delayed while NYPD responds to a customer who was assaulted at 125 St.,manh 4 and 6 trains customer assaulted,10:42:14,"4, 6",person
17,NYC,AM,MANH,assault,4/7/2019,4/7/2019 4:43:10 AM,Northbound N and Q trains are delayed while we request NYPD assistance to investigate a report of an assaulted customer at 28 St.,manh n and q trains customer assaulted,4:43:10,"N, Q",person
24,NYC,AM,MANH,assault,4/11/2019,4/11/2019 12:09:43 AM,Downtown 1 trains are delayed while we remove a train from service and EMS respond to an assaulted conductor at Dyckman St.,manh 1 trains conductor assaulted,12:09:43,1,person
16,NYC,PM,,brake activation,4/19/2019,4/19/2019 9:32:12 PM,You may experience longer-than-expected wait times for Brighton Beach-bound B train service after a train's brakes were activated at 145 St.,manh/bklyn b train brakes activated,9:32:12,B,
39,NYC,AM,,brake activation,4/30/2019,4/30/2019 8:58:45 AM,You may experience longer-than-expected wait times for 205 St-bound D trains because of an earlier incident in Brooklyn in which a train's brakes were activated.,bklyn/manh/bx d train brakes activated,8:58:45,D,
36,NYC,AM,BKLYN,brake activation,4/23/2019,4/23/2019 9:01:36 AM,Utica Av-bound 4 and Flatbush Av-bound 5 trains are proceeding with delays after a train's brakes were activated near Franklin Av.,bklyn 4 and 5 trains brakes activated,9:01:36,"4, 5",
22,NYC,PM,,brake activation,4/3/2019,4/3/2019 6:14:05 PM,"There is reduced L train service in both directions between Bedford Av and 8 Av because a trains brakes were activated at 14 St-Union Sq.

Expect delays in both directions.",manh/bklyn l trains brakes activated,6:14:05,L,
13,NYC,PM,BKLYN,brake activation,4/26/2019,4/26/2019 8:02:22 PM,There is no F train service in either direction between Kings Hwy and Coney Island-Stillwell Av because a train's brakes were activated at Coney Island-Stillwell Av.,bklyn f trains brakes activated,8:02:22,F,
10,NYC,AM,QNS,brake activation,4/6/2019,4/6/2019 7:03:56 AM,"There is no 7 train service at Flushing-Main St because a train's brakes were activated near Main St.

Expect delays in 7 train service in both directions.

For service between Mets-Willets Pt and Flushing-Main St, use nearby Q48 bus service on Roosevelt Av. Ask a station agent to receive a courtesy pass for continuing subway or bus service.",qns 7 train brakes activated,7:03:56,7,
19,NYC,AM,BKLYN,brake activation,4/18/2019,4/18/2019 11:15:08 AM,"There are service changes and delays on J and M trains because a train's brakes were automatically activated on the Williamsburg Bridge.

The last stop on Metropolitan Av-bound M trains will be 2 Av 

The last stop on Broad St-bound J trains will be Myrtle Av.",bklyn j and m trains brakes activated,11:15:08,"J, M",
36,NYC,PM,BKLYN,brake activation,4/9/2019,4/9/2019 12:22:11 PM,"There are service changes and delays in northbound 4 and 5 train service because a train's brakes were activated at Atlantic Av-Barclays Center.

Northbound 4 trains are holding in stations between Atlantic Av-Barclays Center and Utica Av.

Northbound 5 trains are running local from Franklin Av to Atlantic Av-Barclays Center and then over the 2 line from Nevins St to 149 St-Grand Concourse.

Expect delays in 2, 3, 4 and 5 train service.",bklyn 2 3 4 and 5 trains brakes activated,12:22:11,"2, 3, 4, 5",
38,NYC,AM,MANH,brake activation,4/2/2019,4/2/2019 11:13:03 AM,"There are service changes and delays in N, Q, R and W train service because a train's brakes were activated near 57 St-7 Av.

Forest Hills-bound R trains are running on the Q line from 57 St-7 Av to Lexington Av/63 St and then on the F line to 36 St.

Ditmars-bound N and 96 St-bound W trains are holding in stations.",manh n q r and w trains brakes activated,11:13:03,"N, Q, R, W",
13,NYC,AM,BKLYN,brake activation,4/24/2019,4/24/2019 7:57:29 AM,"There are service changes and delays in A C F train service because a train's brakes were activated near York St.

There is reduced Jamaica-bound F train service between Brooklyn and Manhattan:
*Some Jamaica-bound F trains are running on the C line from Jay St-MetroTech to W 4 St-Wash Sq.
*Some Jamaica-bound F trains are running on the G line from Bergen St to Court Sq and then on the E line to Jackson Hts-Roosevelt Av.

Expect delays in A C F and G train service.",bklyn a c f g trains brakes activated,7:57:29,"A, C, F, G",
6,NYC,PM,MANH,brake activation,4/30/2019,4/30/2019 3:49:36 PM,"There are service changes and delays in 2 and 3 train service because a train's brakes were activated at Park Pl. 

Southbound 2 and 3 trains are running local from 96 St to Chambers St then stopping along the 1 line to South Ferry, the last stop. 

Some southbound 2 trains are stopping along the 5 line from 149 St-Grand Concourse to Nevins St. 

Expect delays in 1, 2, 3, 4 and 5 train service. 

For service to/from bypassed stations take a northbound 2 or 3 train or see a station agent to receive a courtesy pass for continuing train or bus service.

Station-Specific Alternatives:
    There is no southbound 2 or 3 service at Park Place. Consider transferring within the station to an A or C train for continuing service into Brooklyn.    
    There is no southbound 2 or 3 service at Fulton St. Consider taking this time to safely travel to A, C, 4 or 5 platforms for continuing service into Brooklyn.
    There is no southbound 2 or 3 service at Wall St. See a station agent to receive a courtesy pass for continuing train or bus service. Consider traveling to the 4 and 5 line at Wall St and Broadway, where 2 service is being rerouted. Here are directions: http://bit.ly/2Ks8dsL
    There is no southbound service at Clark St. Consider traveling to Borough Hall, where Flatbush Av-bound 2 trains are operating on the 5 line to Nevins St. Here are directions: http://bit.ly/2KwKx9U",manh 2 and 3 trains brakes activated,3:49:36,"2, 3",
29,NYC,AM,,brake activation,4/21/2019,4/21/2019 10:55:52 AM,"The last stop on some 8 Av-bound L trains will be Bedford Av because a train's brakes were automatically activated at 1 Av.

Expect delays in both directions.",manh/bklyn l trains brakes activated,10:55:52,L,
16,NYC,PM,BKLYN,brake activation,4/15/2019,4/15/2019 11:04:24 PM,Stillwell Av-bound N trains are delayed because a train's brakes were automatically activated at 86 St.,bklyn n trains brakes activated,11:04:24,N,
30,NYC,PM,,brake activation,4/24/2019,4/24/2019 9:30:50 PM,Southbound R trains are running with delays because a train's brakes were activated between Queens Plaza and Lexington Av-59 St.,qns/manh r trains brakes activated,9:30:50,R,
4,NYC,PM,QNS,brake activation,4/29/2019,4/29/2019 10:52:46 PM,Southbound R trains are delayed because a train's brakes were automatically activated at Elmhurst Av.,qns r trains brakes activated,10:52:46,R,
22,NYC,PM,MANH,brake activation,4/13/2019,4/13/2019 12:52:24 PM,Southbound R trains are delayed because a train's brakes were activated at Canal St.,manh r train brakes activated,12:52:24,R,
