31,NYC,AM,QNS,brake activation,6/13/2019,6/13/2019 10:41:59 AM,Southbound N trains are running express from Astoria-Ditmars Blvd to Queensboro Plaza because a train's brakes were automatically activated at Astoria-Ditmars Blvd.,qns n trains brakes activated,10:41:59,N,
14,NYC,PM,QNS,brake activation,6/3/2019,6/3/2019 3:57:38 PM,"Northbound N, R and W trains are proceeding with delays after we moved a train that had its brakes activated at Queensboro Plaza.",qns n r and w trains brakes activated,3:57:38,"N, R, W",
37,NYC,AM,QNS,brake activation,6/3/2019,6/3/2019 8:19:32 AM,Jamaica Center-bound J trains are delayed because a train's brakes were automatically activated at Sutphin Blvd/Archer Av-JFK Airport.,qns j trains brakes activated,8:19:32,J,
15,NYC,PM,QNS,brake activation,6/12/2019,6/12/2019 9:45:00 PM,Queens-bound F trains are delayed because a train's brakes were activated at 21 St-Queensbridge.,qns f trains train with brakes activated,9:45:00,F,
43,NYC,PM,QNS,brake activation,6/17/2019,6/17/2019 6:58:07 PM,"Southbound F trains are running on the E line from Jackson Hts-Roosevelt Av to 5 Av-53 St because a train's brakes were activated at 21 St-Queensbridge.

For service to/from bypassed stations, take a northbound F train.

Expect delays in E, F and M train service.",qns f trains brakes activated,6:58:07,F,
45,NYC,PM,QNS,brake activation,6/27/2019,6/27/2019 8:49:35 PM,Northbound E trains are delayed because a train's brakes were activated at Sutphin Blvd-Archer Av JFK Airport.,qns e trains brakes activated,8:49:35,E,
48,NYC,PM,QNS,brake activation,6/20/2019,6/20/2019 4:23:59 PM,Southbound E trains are holding in stations in Queens because a train's brakes were activated at Sutphin Blvd/Archer Av.,qns e train brakes activated,4:23:59,E,
16,NYC,PM,QNS,brake activation,6/9/2019,6/9/2019 4:51:31 PM,"There are service changes and delays in E, F and R train service because a train's brakes were activated near Forest Hills-71 Av.

Some southbound E trains are running on the local track from Forest Hills-71 Av to Queens Plaza.

Some southbound F trains are running on the local track from Forest Hills-71 Av to 36 St (QNS).

There is limited R train service in Queens.",qns e f and r trains brakes activated,4:51:31,"E, F, R",
33,NYC,AM,QNS,brake activation,6/29/2019,6/29/2019 11:11:05 AM,Southbound E and F trains are delayed because a train's brakes were activated at Forest Hills-71 Av.,qns e and f trains brakes activated,11:11:05,"E, F",
17,NYC,AM,QNS,brake activation,6/3/2019,6/3/2019 3:58:28 AM,Southbound E and F trains are delayed because a train's emergency brakes were activated at Jackson Hts-Roosevelt Av.,qns e and f trains brakes activated,3:58:28,"E, F",
44,NYC,AM,QNS,brake activation,6/23/2019,6/23/2019 2:29:11 AM,Far Rockaway-bound A trains are proceeding with delays after we moved a train that had it brakes activated at 80 St.,qns a trains brakes activated,2:29:11,A,
21,NYC,PM,QNS,brake activation,6/30/2019,6/30/2019 10:56:22 PM,"Manhattan bound 7 trains are running on the express track from 74 St-Broadway to Queensboro Plaza because a train's brakes activated at 61 St.

For service to/from bypassed stations, take a Flushing bound 7 train.",qns 7 trains brakes activated.,10:56:22,7,
1,NYC,PM,QNS,brake activation,6/25/2019,6/25/2019 6:00:43 PM,There is no Main St-bound 7 express train service because a train's brakes were activated at Mets-Willets Point.,qns 7 trains brakes activated,6:00:43,7,
28,NYC,AM,QNS,brake activation,6/25/2019,6/25/2019 11:36:06 AM,Main St-bound 7 trains are delayed because a train's brakes were automatically activated at Court Sq.,qns 7 trains brakes activated,11:36:06,7,
34,NYC,PM,QNS,brake activation,6/24/2019,6/24/2019 6:36:42 PM,"There is no Main St-bound 7 express service past 74 St-Broadway because a train's brakes were activated at 111 St.

Expect delays in both directions.",qns 7 trains brakes activated,6:36:42,7,
46,NYC,PM,QNS,brake activation,6/20/2019,6/20/2019 10:20:58 PM,"Some 34 St-bound 7 trains are ending at Queensboro Plaza because a train brakes were activated at Hunters Point Av. 
Expect delays in both directions.
For service between Queens and Manhattan, consider taking E, F, N and R train service.",qns 7 trains brakes activated,10:20:58,7,
35,NYC,AM,QNS,brake activation,6/20/2019,6/20/2019 6:52:58 AM,Main St-bound 7 trains are delayed because a train's brakes were automatically activated at Court Sq.,qns 7 trains brakes activated,6:52:58,7,
20,NYC,PM,QNS,brake activation,6/14/2019,6/14/2019 1:51:09 PM,Hudson Yards-bound 7 trains are running express from 74 St-Broadway to Queensboro Plaza because a train's brakes were automatically activated by debris on the tracks at 90 St-Elmhurst.,qns 7 trains brakes activated,1:51:09,7,
18,NYC,PM,QNS,brake activation,6/25/2019,6/25/2019 5:21:59 PM,There is no Main St-bound 7 express train service because a train's brakes were activated at Mets-Willets Point.,qns 7 express trains brakes activated,5:21:59,7,
17,NYC,PM,QNS,brake activation,6/7/2019,6/7/2019 4:03:35 PM,Main St-bound 7 express service is running on the local track from 74 St-Broadway to Main St because a train's brakes were activated near 111 St.,qns 7 express train brakes activated,4:03:35,7,
16,NYC,AM,MANH,brake activation,6/28/2019,6/28/2019 9:45:45 AM,You may experience delays in southbound R and W service because N and Q trains are being rerouted between Manhattan and Brooklyn while we investigate what activated a train's brakes.,manh r and w trains brakes activated,9:45:45,"R, W",
15,NYC,PM,MANH,brake activation,6/25/2019,6/25/2019 7:39:34 PM,"Southbound R trains will run on the Q line from Canal St to DeKalb Av because a train's brakes were activated at Rector St.

Whitehall-bound W trains will end at Canal St.

For service to/from bypassed stations, please take a northbound R train.",manh r and w trains brakes activated,7:39:34,"R, W",
46,NYC,AM,MANH,brake activation,6/7/2019,6/7/2019 7:15:47 AM,Southbound R and W trains are running express from 34 St-Herald Sq to Canal St because of a train's brakes were activated at Prince St.,manh r and w trains brakes activated,7:15:47,"R, W",
38,NYC,PM,MANH,brake activation,6/24/2019,6/24/2019 3:36:54 PM,"Southbound R trains will run on the Q line from Canal St to DeKalb Av because a train's brakes were activated at Rector St.

Whitehall-bound W trains will end at Canal St. 

For service to/from bypassed stations, please take a northbound R train. 

Expect delays in N, Q, R and W train service.",manh r and q trains brakes activated,3:36:54,"R, Q",
29,NYC,AM,MANH,brake activation,6/8/2019,6/8/2019 3:41:53 AM,Southbound Q trains are running with delays because a train's brakes activated at Lexington Av/63 St.,manh q trains brakes activated,3:41:53,Q,
49,NYC,PM,MANH,brake activation,6/30/2019,6/30/2019 9:36:22 PM,Northbound N trains are delayed because a train's brakes were activated at 86 St.,manh n trains brakes activated,9:36:22,N,
16,NYC,AM,MANH,brake activation,6/3/2019,6/3/2019 1:01:44 AM,Coney Island-bound N trains are delayed because a train's emergency brakes were activated at 34 St-Herald Sq.,manh n trains brakes activated,1:01:44,N,
22,NYC,AM,MANH,brake activation,6/3/2019,6/3/2019 6:44:54 AM,"Southbound N, R and W trains are delayed because a train's brakes were automatically activated at Lexington Av/59 St.",manh n r and w trains brakes activated,6:44:54,"N, R, W",
17,NYC,AM,MANH,brake activation,6/28/2019,6/28/2019 9:42:10 AM,"Southbound N and Q trains are running on the R line from Canal St to DeKalb Av because a train's brakes were activated near Canal St.

Expect delays in N, Q and R service.",manh n and q trains brakes activated,9:42:10,"N, Q",
16,NYC,PM,MANH,brake activation,6/19/2019,6/19/2019 12:15:03 PM,Northbound N and Q trains are running local from Canal St to 34 St-Herald Sq because a train's brakes were activated at 14 St-Union Sq.,manh n and q trains brakes activated,12:15:03,"N, Q",
11,NYC,PM,MANH,brake activation,6/18/2019,6/18/2019 4:08:26 PM,Southbound N and Q trains are running on the local track from 34 St-Herald Sq to Canal St because a train's brakes were activated at 14 St-Union Sq.,manh n and q trains brakes activated,4:08:26,"N, Q",
36,NYC,PM,MANH,brake activation,6/18/2019,6/18/2019 6:42:46 PM,8 Av-bound L trains are delayed because a train's brakes were activated between Bedford Av and 1 Av.,manh l train brakes activated,6:42:46,L,
22,NYC,AM,MANH,brake activation,6/29/2019,6/29/2019 5:23:47 AM,Coney Island-bound F trains are delayed because a train's brakes were activated at 57 St.,manh f trains brakes activated,5:23:47,F,
34,NYC,AM,MANH,brake activation,6/25/2019,6/25/2019 8:19:46 AM,Southbound F and M trains are delayed because a train's brakes were activated at W 4 St-Wash Sq.,manh f and m trains brakes activated,8:19:46,"F, M",
42,NYC,PM,MANH,brake activation,6/21/2019,6/21/2019 12:38:15 PM,Southbound F and M trains are delayed because a train's brakes were activated at W 4 St-Wash Sq.,manh f and m trains brakes activated,12:38:15,"F, M",
1,NYC,PM,MANH,brake activation,6/1/2019,6/1/2019 11:45:58 PM,179 St-bound F and 96 St-bound M trains are delayed because a train's brakes were activated at Broadway-Lafayette St.,manh f and m trains brakes activated,11:45:58,"F, M",
12,NYC,AM,MANH,brake activation,6/22/2019,6/22/2019 9:36:56 AM,Northbound F and M trains are proceeding with delays after a train's brakes were activated at Broadway Lafayette St.,manh f and m trains brake activation,9:36:56,"F, M",
48,NYC,AM,MANH,brake activation,6/4/2019,6/4/2019 10:39:51 AM,"Southbound C trains are proceeding with delays after we moved a train that had its brakes activated at 168 St.

Expect longer than normal wait times for southbound C service while we get trains back on schedule.",manh c trains train with brakes activated,10:39:51,C,
41,NYC,PM,MANH,brake activation,6/13/2019,6/13/2019 12:22:52 PM,You may experience longer-than-expected wait times for C train service after an earlier train's brakes activated at Canal St.,manh c train brakes activated,12:22:52,C,
7,NYC,PM,MANH,brake activation,6/10/2019,6/10/2019 1:52:18 PM,Southbound C trains are delayed because a train's brakes were activated near 168 St.,manh c train brakes activated,1:52:18,C,
8,NYC,AM,MANH,brake activation,6/13/2019,6/13/2019 9:41:34 AM,Southbound C and E trains are delayed because a train's brakes were activated while leaving Canal St.,manh c and e trains brakes activated,9:41:34,"C, E",
29,NYC,PM,MANH,brake activation,6/17/2019,6/17/2019 1:41:16 PM,Northbound B and D trains are delayed while our crews investigate a train that had its brakes automatically activated at W 4 St.,manh b/d trains brakes activated,1:41:16,,
0,NYC,PM,MANH,brake activation,6/25/2019,6/25/2019 1:20:22 PM,Northbound B and D trains are delayed because a train's brakes were activated near 47-50 Sts Rockefeller Center.,manh b and d trains brakes activated,1:20:22,"B, D",
